Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Chromosome/scaffold name
ENSG00000274917	124908374	RNA5-8SN5	GL000220.1
ENSG00000274917	124908375	RNA5-8SN5	GL000220.1
ENSG00000274917	124908376	RNA5-8SN5	GL000220.1
ENSG00000274917	124908377	RNA5-8SN5	GL000220.1
ENSG00000274917	124908378	RNA5-8SN5	GL000220.1
ENSG00000274917	124908379	RNA5-8SN5	GL000220.1
ENSG00000274917	124908380	RNA5-8SN5	GL000220.1
ENSG00000274917	124908381	RNA5-8SN5	GL000220.1
ENSG00000274917	124908382	RNA5-8SN5	GL000220.1
ENSG00000274917	124908383	RNA5-8SN5	GL000220.1
ENSG00000274917	124908384	RNA5-8SN5	GL000220.1
ENSG00000274917	124908385	RNA5-8SN5	GL000220.1
ENSG00000274917	124908386	RNA5-8SN5	GL000220.1
ENSG00000274917	124908387	RNA5-8SN5	GL000220.1
ENSG00000274917	124908388	RNA5-8SN5	GL000220.1
ENSG00000274917	124908389	RNA5-8SN5	GL000220.1
ENSG00000274917	124908390	RNA5-8SN5	GL000220.1
ENSG00000274917	124908391	RNA5-8SN5	GL000220.1
ENSG00000274917	124908392	RNA5-8SN5	GL000220.1
ENSG00000274917	124908393	RNA5-8SN5	GL000220.1
ENSG00000274917	124908474	RNA5-8SN5	GL000220.1
ENSG00000274917	124908494	RNA5-8SN5	GL000220.1
ENSG00000274917	124908504	RNA5-8SN5	GL000220.1
ENSG00000274917	124908512	RNA5-8SN5	GL000220.1
ENSG00000274917	124908513	RNA5-8SN5	GL000220.1
ENSG00000274917	124908514	RNA5-8SN5	GL000220.1
ENSG00000274917	124908515	RNA5-8SN5	GL000220.1
ENSG00000274917	124908516	RNA5-8SN5	GL000220.1
ENSG00000274917	124908517	RNA5-8SN5	GL000220.1
ENSG00000274917	124908518	RNA5-8SN5	GL000220.1
ENSG00000274917	124908519	RNA5-8SN5	GL000220.1
ENSG00000274917	124908520	RNA5-8SN5	GL000220.1
ENSG00000274917	124908521	RNA5-8SN5	GL000220.1
ENSG00000274917	124908522	RNA5-8SN5	GL000220.1
ENSG00000274917	124908523	RNA5-8SN5	GL000220.1
ENSG00000274917	124908524	RNA5-8SN5	GL000220.1
ENSG00000274917	124908525	RNA5-8SN5	GL000220.1
ENSG00000274917	124908526	RNA5-8SN5	GL000220.1
ENSG00000274917	124908527	RNA5-8SN5	GL000220.1
ENSG00000273730	124900510		GL000220.1
ENSG00000273730	124907114		GL000220.1
ENSG00000273730	124907115		GL000220.1
ENSG00000273730	124907116		GL000220.1
ENSG00000273730	124907117		GL000220.1
ENSG00000273730	124907118		GL000220.1
ENSG00000273730	124907119		GL000220.1
ENSG00000273730	124907120		GL000220.1
ENSG00000273730	124907121		GL000220.1
ENSG00000273730	124907122		GL000220.1
ENSG00000273730	124907123		GL000220.1
ENSG00000273730	124907124		GL000220.1
ENSG00000273730	124907125		GL000220.1
ENSG00000273730	124907126		GL000220.1
ENSG00000273730	124907127		GL000220.1
ENSG00000273730	124907128		GL000220.1
ENSG00000273730	124907129		GL000220.1
ENSG00000273730	124907130		GL000220.1
ENSG00000273730	124907131		GL000220.1
ENSG00000273730	124907132		GL000220.1
ENSG00000273730	124907133		GL000220.1
ENSG00000273730	124907134		GL000220.1
ENSG00000273730	124907135		GL000220.1
ENSG00000273730	124907136		GL000220.1
ENSG00000273730	124907137		GL000220.1
ENSG00000273730	124907138		GL000220.1
ENSG00000273730	124907139		GL000220.1
ENSG00000273730	124907140		GL000220.1
ENSG00000273730	124907141		GL000220.1
ENSG00000273730	124907142		GL000220.1
ENSG00000273730	124907143		GL000220.1
ENSG00000273730	124907144		GL000220.1
ENSG00000273730	124907145		GL000220.1
ENSG00000273730	124907146		GL000220.1
ENSG00000273730	124907147		GL000220.1
ENSG00000273730	124907148		GL000220.1
ENSG00000273730	124907149		GL000220.1
ENSG00000273730	124907150		GL000220.1
ENSG00000273730	124907151		GL000220.1
ENSG00000273730	124907152		GL000220.1
ENSG00000273730	124907153		GL000220.1
ENSG00000273730	124907154		GL000220.1
ENSG00000273730	124907155		GL000220.1
ENSG00000273730	124907160		GL000220.1
ENSG00000273730	124907172		GL000220.1
ENSG00000273730	124907183		GL000220.1
ENSG00000273730	124907194		GL000220.1
ENSG00000273730	124907205		GL000220.1
ENSG00000273730	124907216		GL000220.1
ENSG00000273730	124907227		GL000220.1
ENSG00000273730	124907238		GL000220.1
ENSG00000273730	124907248		GL000220.1
ENSG00000273730	124907258		GL000220.1
ENSG00000273730	124907269		GL000220.1
ENSG00000273730	124907280		GL000220.1
ENSG00000273730	124907291		GL000220.1
ENSG00000273730	124907302		GL000220.1
ENSG00000273730	124907313		GL000220.1
ENSG00000273730	124907324		GL000220.1
ENSG00000273730	124907327		GL000220.1
ENSG00000273730	124907328		GL000220.1
ENSG00000273730	124907329		GL000220.1
ENSG00000273730	124907330		GL000220.1
ENSG00000273730	124907331		GL000220.1
ENSG00000273730	124907332		GL000220.1
ENSG00000273730	124907333		GL000220.1
ENSG00000273730	124907334		GL000220.1
ENSG00000273730	124907335		GL000220.1
ENSG00000273730	124907336		GL000220.1
ENSG00000273730	124907337		GL000220.1
ENSG00000273730	124907338		GL000220.1
ENSG00000273730	124907339		GL000220.1
ENSG00000273730	124907340		GL000220.1
ENSG00000273730	124907341		GL000220.1
ENSG00000273730	124907342		GL000220.1
ENSG00000273730	124907343		GL000220.1
ENSG00000273730	124907439		GL000220.1
ENSG00000273730	124907440		GL000220.1
ENSG00000273730	124907450		GL000220.1
ENSG00000273730	124907458		GL000220.1
ENSG00000273730	124907467		GL000220.1
ENSG00000273730	124907475		GL000220.1
ENSG00000273730	124907476		GL000220.1
ENSG00000273730	124907477		GL000220.1
ENSG00000273730	124907478		GL000220.1
ENSG00000273730	124907479		GL000220.1
ENSG00000273730	124907480		GL000220.1
ENSG00000273730	124907481		GL000220.1
ENSG00000273730	124907482		GL000220.1
ENSG00000273730	124907483		GL000220.1
ENSG00000273730	124907484		GL000220.1
ENSG00000273730	124907572		GL000220.1
ENSG00000273730	124907573		GL000220.1
ENSG00000273730	124907574		GL000220.1
ENSG00000273730	124907575		GL000220.1
ENSG00000273730	124907576		GL000220.1
ENSG00000273730	124907577		GL000220.1
ENSG00000273730	124907578		GL000220.1
ENSG00000273730	124907579		GL000220.1
ENSG00000273730	124907580		GL000220.1
ENSG00000273730	124907581		GL000220.1
ENSG00000273730	124907584		GL000220.1
ENSG00000273730	124907585		GL000220.1
ENSG00000273730	124907586		GL000220.1
ENSG00000273730	124907587		GL000220.1
ENSG00000273730	124907588		GL000220.1
ENSG00000273730	124907589		GL000220.1
ENSG00000273730	124907590		GL000220.1
ENSG00000273730	124907591		GL000220.1
ENSG00000273730	124907592		GL000220.1
ENSG00000273730	124907593		GL000220.1
ENSG00000273730	124907594		GL000220.1
ENSG00000273730	124907595		GL000220.1
ENSG00000273730	124907596		GL000220.1
ENSG00000273730	124907597		GL000220.1
ENSG00000273730	124907598		GL000220.1
ENSG00000273730	124907600		GL000220.1
ENSG00000273730	124907611		GL000220.1
ENSG00000273730	124907622		GL000220.1
ENSG00000273730	124907633		GL000220.1
ENSG00000273730	124907644		GL000220.1
ENSG00000273730	124907655		GL000220.1
ENSG00000273730	124907662		GL000220.1
ENSG00000273730	124907673		GL000220.1
ENSG00000273730	124907684		GL000220.1
ENSG00000273730	124907694		GL000220.1
ENSG00000273730	124907705		GL000220.1
ENSG00000273730	124907709		GL000220.1
ENSG00000273730	124907710		GL000220.1
ENSG00000273730	124907711		GL000220.1
ENSG00000273730	124907712		GL000220.1
ENSG00000273730	124907713		GL000220.1
ENSG00000273730	124907714		GL000220.1
ENSG00000273730	124907715		GL000220.1
ENSG00000273730	124907716		GL000220.1
ENSG00000273730	124907717		GL000220.1
ENSG00000273730	124907718		GL000220.1
ENSG00000273730	124907719		GL000220.1
ENSG00000273730	124907720		GL000220.1
ENSG00000273730	124907721		GL000220.1
ENSG00000273730	124908237		GL000220.1
ENSG00000273730	124908238		GL000220.1
ENSG00000273730	124908239		GL000220.1
ENSG00000273730	124908240		GL000220.1
ENSG00000273730	124908241		GL000220.1
ENSG00000273730	124908242		GL000220.1
ENSG00000273730	124908243		GL000220.1
ENSG00000273730	124908244		GL000220.1
ENSG00000273730	124908245		GL000220.1
ENSG00000273730	124908246		GL000220.1
ENSG00000273730	124908247		GL000220.1
ENSG00000273730	124908248		GL000220.1
ENSG00000273730	124908249		GL000220.1
ENSG00000273730	124908254		GL000220.1
ENSG00000273730	124908257		GL000220.1
ENSG00000273730	124908268		GL000220.1
ENSG00000273730	124908278		GL000220.1
ENSG00000273730	124908289		GL000220.1
ENSG00000273730	124908300		GL000220.1
ENSG00000273730	124908310		GL000220.1
ENSG00000273730	124908316		GL000220.1
ENSG00000273730	124908327		GL000220.1
ENSG00000273730	124908336		GL000220.1
ENSG00000273730	124908347		GL000220.1
ENSG00000273730	124908358		GL000220.1
ENSG00000273730	124908368		GL000220.1
ENSG00000273730	124908369		GL000220.1
ENSG00000273730	124908370		GL000220.1
ENSG00000273730	124908371		GL000220.1
ENSG00000273730	124908372		GL000220.1
ENSG00000273730	124908373		GL000220.1
ENSG00000273730	124908374		GL000220.1
ENSG00000273730	124908375		GL000220.1
ENSG00000273730	124908376		GL000220.1
ENSG00000273730	124908377		GL000220.1
ENSG00000273730	124908378		GL000220.1
ENSG00000273730	124908379		GL000220.1
ENSG00000273730	124908380		GL000220.1
ENSG00000273730	124908381		GL000220.1
ENSG00000273730	124908382		GL000220.1
ENSG00000273730	124908383		GL000220.1
ENSG00000273730	124908384		GL000220.1
ENSG00000273730	124908385		GL000220.1
ENSG00000273730	124908386		GL000220.1
ENSG00000273730	124908387		GL000220.1
ENSG00000273730	124908388		GL000220.1
ENSG00000273730	124908389		GL000220.1
ENSG00000273730	124908390		GL000220.1
ENSG00000273730	124908391		GL000220.1
ENSG00000273730	124908392		GL000220.1
ENSG00000273730	124908393		GL000220.1
ENSG00000273730	124908474		GL000220.1
ENSG00000273730	124908494		GL000220.1
ENSG00000273730	124908504		GL000220.1
ENSG00000273730	124908512		GL000220.1
ENSG00000273730	124908513		GL000220.1
ENSG00000273730	124908514		GL000220.1
ENSG00000273730	124908515		GL000220.1
ENSG00000273730	124908516		GL000220.1
ENSG00000273730	124908517		GL000220.1
ENSG00000273730	124908518		GL000220.1
ENSG00000273730	124908519		GL000220.1
ENSG00000273730	124908520		GL000220.1
ENSG00000273730	124908521		GL000220.1
ENSG00000273730	124908522		GL000220.1
ENSG00000273730	124908523		GL000220.1
ENSG00000273730	124908524		GL000220.1
ENSG00000273730	124908525		GL000220.1
ENSG00000273730	124908526		GL000220.1
ENSG00000273730	124908527		GL000220.1
ENSG00000273937			GL000220.1
ENSG00000276501	3811	KIR3DL1	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000276329	3811	KIR3DL1	CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000274707	553128	KIR2DL5B	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000275521	9437	NCR1	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000275288	3811	KIR3DL1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1
ENSG00000274120	79166	LILRP2	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000282534		IMPDH1P5	CHR_HSCHR10_1_CTG4
ENSG00000278710	3812	KIR3DL2	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000274429	9231	DLG5	CHR_HSCHR10_1_CTG4
ENSG00000276425	100132285	KIR2DS2	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000276425	124900575	KIR2DS2	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000275421	3806	KIR2DS1	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000273603	3806	KIR2DS1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000275172	115653	KIR3DL3	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000276035		KIR3DP1	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000274830	3804	KIR2DL3	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000275596	57292	KIR2DL5A	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000275596	124900569	KIR2DL5A	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000280271			CHR_HSCHR19_2_CTG2
ENSG00000276001		LILRP1	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000277964	3805	KIR2DL4	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000277964	124900568	KIR2DL4	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000279566	7594	ZNF43	CHR_HSCHR19_2_CTG2
ENSG00000273922	79166	LILRP2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000279614			CHR_HSCHR19_2_CTG2
ENSG00000281763	170506	DHX36	CHR_HSCHR3_2_CTG2_1
ENSG00000276004	3812	KIR3DL2	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000274746	163227	ZNF100	CHR_HSCHR19_2_CTG2
ENSG00000275608	3813	KIR3DS1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000274009			CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
ENSG00000274942		KIR2DP1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
ENSG00000273518	3811	KIR3DL1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
ENSG00000278474	3812	KIR3DL2	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000279280	641367	CCNYL6	CHR_HSCHR19_2_CTG2
ENSG00000276999			CHR_HSCHR19_2_CTG2
ENSG00000279112	641367	BRI3BPP1	CHR_HSCHR19_2_CTG2
ENSG00000280218		VN1R84P	CHR_HSCHR19_2_CTG2
ENSG00000275051	9271	PIWIL1	CHR_HSCHR12_5_CTG2_1
ENSG00000280066		MTDHP4	CHR_HSCHR19_2_CTG2
ENSG00000274106			CHR_HSCHR19_1_CTG2
ENSG00000277976		KRT18P40	CHR_HSCHR19_1_CTG2
ENSG00000279974			CHR_HSCHR19_1_CTG2
ENSG00000278780	80264	ZNF430	CHR_HSCHR19_1_CTG2
ENSG00000273517	3806	KIR2DS1	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1
ENSG00000276985	2204	FCAR	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000277193	3808	KIR2DS3	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000274449			CHR_HSCHR19_1_CTG2
ENSG00000276392	57292	KIR2DL5A	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000279318			CHR_HSCHR19_1_CTG2
ENSG00000278755	3802	KIR2DL1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1
ENSG00000277101	26084	ARHGEF26	CHR_HSCHR3_2_CTG2_1
ENSG00000276099		LILRP1	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000273578	3803	KIR2DL2	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000278091	7639	ZNF85	CHR_HSCHR19_1_CTG2
ENSG00000273502	115653	KIR3DL3	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000273887	3804	KIR2DL3	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000276498	3813	KIR3DS1	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000276450	9437	NCR1	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000274480	115653	KIR3DL3	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275112		LILRP1	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000274518	100132285	KIR2DS2	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000274518	124900575	KIR2DS2	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000275970	2204	FCAR	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000276013			CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000276806	115653	KIR3DL3	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000274945	3805	KIR2DL4	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000274945	124900568	KIR2DL4	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000274724	115653	KIR3DL3	CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000276218	3804	KIR2DL3	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000277362	3805	KIR2DL4	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000277362	124900568	KIR2DL4	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000276590	3804	KIR2DL3	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000267728	81870	KRTAP9-9	CHR_HSCHR17_5_CTG4
ENSG00000275750	3802	KIR2DL1	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000263090	83899	KRTAP9-2	CHR_HSCHR17_5_CTG4
ENSG00000262512	85280	KRTAP9-4	CHR_HSCHR17_5_CTG4
ENSG00000262749	83900	KRTAP9-3	CHR_HSCHR17_5_CTG4
ENSG00000263103		KRTAP9-10P	CHR_HSCHR17_5_CTG4
ENSG00000273522		KIR2DP1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1
ENSG00000267635	100505724		CHR_HSCHR17_5_CTG4
ENSG00000267635	100507608		CHR_HSCHR17_5_CTG4
ENSG00000267208			CHR_HSCHR17_5_CTG4
ENSG00000278726	3812	KIR3DL2	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1
ENSG00000262218	100533177	KRTAP29-1	CHR_HSCHR17_5_CTG4
ENSG00000278329		KIR2DP1	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000274108	3804	KIR2DL3	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000275452	100132285	KIR2DS2	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275452	124900575	KIR2DS2	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000275321			CHR_HSCHR19_1_CTG2
ENSG00000278339		KIR2DP1	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000280428		BNIP3P24	CHR_HSCHR19_1_CTG2
ENSG00000277356	3802	KIR2DL1	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000280030			CHR_HSCHR19_1_CTG2
ENSG00000275050	7617	ZNF66	CHR_HSCHR19_1_CTG2
ENSG00000278079	3811	KIR3DL1	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000276247	79166	LILRP2	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000277596	115653	KIR3DL3	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000275815		KIR2DP1	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000281157	100507524	ARHGEF26-AS1	CHR_HSCHR3_2_CTG2_1
ENSG00000278327	3804	KIR2DL3	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000275059			CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000274610		KIR3DP1	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000274243	3810	KIR2DS5	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000277551			CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000273755	79166	LILRP2	CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000274563	3810	KIR2DS5	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000278414	553128	KIR2DL5B	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000277963	79166	LILRP2	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000290329			CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000281020	54221	SNTG2	CHR_HSCHR2_4_CTG1
ENSG00000275136	2204	FCAR	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000277176		KIR3DP1	CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000276552			CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000275269	2204	FCAR	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000290379			CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1
ENSG00000274556	115653	KIR3DL3	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000277603	7173	TPO	CHR_HSCHR2_4_CTG1
ENSG00000278442	3812	KIR3DL2	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000278573			KI270734.1
ENSG00000277196	5625	PRODH	KI270734.1
ENSG00000273498	3805	KIR2DL4	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000273498	124900568	KIR2DL4	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000274912		KIR2DP1	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000277750	3805	KIR2DL4	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000277750	124900568	KIR2DL4	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000281496			CHR_HSCHR3_9_CTG3
ENSG00000276395	3809	KIR2DS4	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000276938		FAM157A	CHR_HSCHR3_9_CTG3
ENSG00000276310	3802	KIR2DL1	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000267237			CHR_HSCHR3_9_CTG3
ENSG00000277630	100288966		GL000213.1
ENSG00000281577			CHR_HSCHR3_9_CTG3
ENSG00000267639			CHR_HSCHR3_9_CTG3
ENSG00000281503			CHR_HSCHR3_9_CTG3
ENSG00000274706		RNU6-821P	CHR_HSCHR3_9_CTG3
ENSG00000278747	124904108		CHR_HSCHR3_9_CTG3
ENSG00000278747	124904706		CHR_HSCHR3_9_CTG3
ENSG00000278747	124906683		CHR_HSCHR3_9_CTG3
ENSG00000281062			CHR_HSCHR3_9_CTG3
ENSG00000290324			CHR_HSCHR3_9_CTG3
ENSG00000281617			CHR_HSCHR3_9_CTG3
ENSG00000273794	3802	KIR2DL1	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000278758	3812	KIR3DL2	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000290333	348840	ANKRD18DP	CHR_HSCHR3_9_CTG3
ENSG00000273929			CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1
ENSG00000281935	196385	DNAH10	CHR_HSCHR12_6_CTG2_1
ENSG00000278817			KI270734.1
ENSG00000276017			KI270734.1
ENSG00000275262	3812	KIR3DL2	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
ENSG00000278793	124905313		GL000213.1
ENSG00000276808			CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000278190			CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000274786	115653	KIR3DL3	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000281351		SUDS3P1	CHR_HSCHR5_3_CTG5
ENSG00000280559			CHR_HSCHR5_3_CTG5
ENSG00000280647			CHR_HSCHR5_3_CTG5
ENSG00000274382	5626	PROP1	CHR_HSCHR5_3_CTG5
ENSG00000262573	83899	KRTAP9-2	CHR_HSCHR17_6_CTG4
ENSG00000263115		KRTAP9-10P	CHR_HSCHR17_6_CTG4
ENSG00000282480			CHR_HSCHR12_5_CTG2_1
ENSG00000276465	3809	KIR2DS4	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000262896	85280	KRTAP9-4	CHR_HSCHR17_6_CTG4
ENSG00000282766			CHR_HSCHR12_5_CTG2_1
ENSG00000275422			CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000282103	9228		CHR_HSCHR8_4_CTG1
ENSG00000263263	100507608	KRTAP9-6	CHR_HSCHR17_6_CTG4
ENSG00000275914	3803	KIR2DL2	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000262221	100505724	KRTAP9-7	CHR_HSCHR17_6_CTG4
ENSG00000281644			CHR_HSCHR5_3_CTG5
ENSG00000277392	115653	KIR3DL3	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000262542	100533177	KRTAP29-1	CHR_HSCHR17_6_CTG4
ENSG00000275795			CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000277185			CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000282347			CHR_HSCHR8_4_CTG1
ENSG00000282245	401442		CHR_HSCHR8_4_CTG1
ENSG00000262214		KRTAP9-12P	CHR_HSCHR17_6_CTG4
ENSG00000282665	157697	ERICH1	CHR_HSCHR8_4_CTG1
ENSG00000262946		KRTAP9-11P	CHR_HSCHR17_6_CTG4
ENSG00000278229	6218	RPS17	CHR_HSCHR15_5_CTG8
ENSG00000262594	81870	KRTAP9-9	CHR_HSCHR17_6_CTG4
ENSG00000280971			CHR_HSCHR5_3_CTG5
ENSG00000278666			CHR_HSCHR5_3_CTG5
ENSG00000275937	553128	KIR2DL5B	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000278207	3802	KIR2DL1	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000277885	100132285	KIR2DS2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000277885	124900575	KIR2DS2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000276011	3803	KIR2DL2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000275629	3812	KIR3DL2	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000277552	115653	KIR3DL3	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000282606	284241	CTDP1-DT	CHR_HSCHR18_3_CTG2_1
ENSG00000276324			CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000277240		LILRP1	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000290527			CHR_HSCHR5_3_CTG5
ENSG00000273955		KIR2DP1	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000281949			CHR_HSCHR18_3_CTG2_1
ENSG00000282330			CHR_HSCHR18_3_CTG2_1
ENSG00000275021			CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000281995			CHR_HSCHR18_3_CTG2_1
ENSG00000281775	10841	FTCD	CHR_HSCHR21_5_CTG2
ENSG00000278786		KIR3DP1	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000281942			CHR_HSCHR18_3_CTG2_1
ENSG00000290428			CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
